rfp_id,full_spec,level1_spec,level2_spec,level3_spec
RFP_3372,LSZH 1.1kV 8C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,0.75 sqmm Cu XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_3373,FR 600V 3.5C 800 sqmm Al PVC armoured cable as per IS 694,600V 3.5C Al cable as per IS 694,3. Al cable as per IS 694,3. cable as per IS 694
RFP_3374,FRLS 500V 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,FRLS 12C armoured cable as per BS 5308-1,FRLS 12C cable,FRLS cable
RFP_3375,FR 1.1kV 4C 500 sqmm Cu PVC armoured cable as per IS 1554,FR 1.1kV Cu cable as per IS 1554,FR 1.1kV cable,1.1kV cable
RFP_3376,440V 1C 240 sqmm Cu PVC armoured cable as per IEC 60502-1,440V 1C Cu PVC cable,1C Cu cable,1C cable
RFP_3377,500V 4C 4 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 4 sqmm PVC cable as per IEC 60502-1,4 sqmm cable as per IEC 60502-1,4 sqmm cable
RFP_3378,ZH 400kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 62067,1C 300 sqmm Cu cable as per IEC 62067,1C Cu cable,Cu cable
RFP_3379,FR 33kV 3C 50 sqmm Al XLPE armoured cable as per IEC 60502-2,50 sqmm Al XLPE armoured cable,Al armoured cable,armoured cable
RFP_3380,LSZH 440V 4C 0.75 sqmm Cu PVC armoured cable as per IEC 60245,4C Cu armoured cable as per IEC 60245,armoured cable as per IEC 60245,cable as per IEC 60245
RFP_3381,FRLS 300V 8C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,300V 0.5 sqmm XLPE armoured cable,0.5 sqmm XLPE cable,XLPE cable
RFP_3382,LSZH 440V 14C 2.5 sqmm Cu PVC armoured cable as per IS 694,LSZH 2.5 sqmm Cu PVC cable,LSZH Cu cable,Cu cable
RFP_3383,LSZH 440V 2C 0.75 sqmm Cu XLPE armoured cable as per IS 9968,LSZH 0.75 sqmm Cu XLPE cable,LSZH 0.75 sqmm cable,LSZH cable
RFP_3384,FRLS 1.1kV 7C 1 sqmm Cu PVC armoured cable as per BS 5308,7C Cu PVC cable as per BS 5308,7C Cu cable,7C cable
RFP_3385,LSZH 33kV 3C 300 sqmm Cu XLPE armoured cable as per IEC 60502-2,33kV 300 sqmm XLPE cable as per IEC 60502-2,XLPE cable as per IEC 60502-2,XLPE cable
RFP_3386,FR 500V 2C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,2C Cu XLPE cable as per IS 1554,Cu XLPE cable,XLPE cable
RFP_3387,ZH 6.6kV 1C 70 sqmm Al XLPE armoured cable as per IEC 60502-1,6.6kV 1C Al XLPE cable,1C XLPE cable,XLPE cable
RFP_3388,Fire Survival 1.1kV 1C 50 sqmm Cu XLPE armoured cable as per IEC 60331,1.1kV 1C Cu armoured cable,1.1kV armoured cable,armoured cable
RFP_3389,Fire Survival 1.1kV 1C 95 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 95 sqmm XLPE cable as per BS 6387,Fire Survival 95 sqmm cable,95 sqmm cable
RFP_3390,FR 1.1kV 8C 4 sqmm Cu PVC armoured cable as per IS 1554,8C Cu PVC armoured cable,8C PVC cable,8C cable
RFP_3391,LSZH 66kV 1C 400 sqmm Cu XLPE armoured cable as per IS 7098-3,66kV 1C Cu armoured cable,66kV armoured cable,66kV cable
RFP_3392,LSZH 1.1kV 10C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 10C 1.5 sqmm XLPE cable,1.5 sqmm XLPE cable,XLPE cable
RFP_3393,FR 400kV 1C 800 sqmm Al XLPE armoured cable as per IEC 62067,Al XLPE armoured cable as per IEC 62067,XLPE cable as per IEC 62067,XLPE cable
RFP_3394,LSZH 1.1kV 24C 1 sqmm Cu PVC armoured cable as per BS 5308-1,1.1kV 24C armoured cable as per BS 5308-1,1.1kV armoured cable,1.1kV cable
RFP_3395,FRLS 300V 12C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 12C Cu armoured cable,FRLS armoured cable,FRLS cable
RFP_3396,FR 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840,FR 185 sqmm Cu cable as per IEC 60840,Cu cable as per IEC 60840,cable as per IEC 60840
RFP_3397,FR 1.1kV 12C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 1.1kV 12C armoured cable,FR 12C cable,12C cable
RFP_3398,LSZH 1.1kV 1C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,1 sqmm PVC armoured cable as per IEC 60502-1,PVC cable as per IEC 60502-1,PVC cable
RFP_3399,LSZH 1.1kV 2C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 2C armoured cable as per IEC 60502-1,1.1kV 2C cable,2C cable
RFP_3400,FR 500V 12C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 12C Cu cable as per IEC 60502-1,Cu cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3401,LSZH 220kV 1C 1000 sqmm Al XLPE armoured cable as per IEC 62067,220kV 1C XLPE armoured cable,1C XLPE cable,1C cable
RFP_3402,Fire Survival 1.1kV 4C 70 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival Mineral (MI) armoured cable,Fire Survival Mineral (MI) cable
RFP_3403,Fire Survival 440V 4C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival 440V 4C Cu Mineral (MI) cable,440V Cu Mineral (MI) cable,440V Mineral (MI) cable
RFP_3404,440V 12C 2.5 sqmm Cu XLPE armoured cable as per IS 694,440V 2.5 sqmm XLPE cable as per IS 694,440V 2.5 sqmm cable,440V cable
RFP_3405,FR 110kV 1C 1000 sqmm Al XLPE armoured cable as per IEC 60840,FR 1000 sqmm armoured cable as per IEC 60840,armoured cable as per IEC 60840,armoured cable
RFP_3406,500V 6C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 2.5 sqmm Cu PVC cable,500V PVC cable,PVC cable
RFP_3407,FRLS 3.3kV 1C 300 sqmm Al EPR armoured cable as per IEC 60502-1,1C EPR armoured cable as per IEC 60502-1,1C EPR cable,EPR cable
RFP_3408,FRLS 300V 12C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,300V 12C 1.5 sqmm Cu cable,12C Cu cable,Cu cable
RFP_3409,FR 1.1kV 4C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,FR 2.5 sqmm XLPE cable as per IS 1554,2.5 sqmm XLPE cable,2.5 sqmm cable
RFP_3410,LSZH 300V 2C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,300V Cu PVC cable as per IEC 60502-1,300V cable as per IEC 60502-1,300V cable
RFP_3411,LSZH 1.1kV 2C 0.75 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 2C 0.75 sqmm cable as per IS 1554,2C cable as per IS 1554,cable as per IS 1554
RFP_3412,FR 300V 2C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 0.75 sqmm Cu armoured cable,FR Cu cable,Cu cable
RFP_3413,ZH 500V 1C 1.5 sqmm Cu PVC armoured cable as per IEC 60245,1.5 sqmm Cu armoured cable as per IEC 60245,1.5 sqmm Cu cable,1.5 sqmm cable
RFP_3414,11kV 3C 185 sqmm Cu EPR armoured cable as per IS 7098-1,11kV Cu EPR armoured cable,11kV EPR cable,EPR cable
RFP_3415,11kV 3C 185 sqmm Al EPR armoured cable as per IS 7098-1,3C Al armoured cable as per IS 7098-1,Al cable as per IS 7098-1,cable as per IS 7098-1
RFP_3416,1.1kV 19C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,19C XLPE armoured cable as per IS 1554,19C armoured cable,19C cable
RFP_3417,FR 220kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 62067,FR 300 sqmm Cu armoured cable,Cu armoured cable,armoured cable
RFP_3418,1.1kV 3C 1.5 sqmm Cu PVC armoured cable as per IS 9968,1.5 sqmm Cu armoured cable as per IS 9968,1.5 sqmm Cu cable,1.5 sqmm cable
RFP_3419,FR 11kV 1C 400 sqmm Al EPR armoured cable as per IEC 60502-1,FR 11kV Al cable as per IEC 60502-1,FR 11kV cable,11kV cable
RFP_3420,FRLS 600V 3.5C 1.5 sqmm Al PVC armoured cable as per IS 694,600V 3.5C Al PVC cable,3.5C Al cable,3.5C cable
RFP_3421,FRLS 500V 24C 6 sqmm Cu XLPE armoured cable as per IS 1554,500V Cu XLPE cable as per IS 1554,Cu cable as per IS 1554,Cu cable
RFP_3422,66kV 1C 630 sqmm Al XLPE armoured cable as per IS 7098-3,66kV 1C 630 sqmm XLPE cable,630 sqmm XLPE cable,630 sqmm cable
RFP_3423,440V 16C 1.5 sqmm Cu XLPE armoured cable as per IS 694,16C XLPE armoured cable as per IS 694,16C armoured cable,armoured cable
RFP_3424,ZH 440V 5C 50 sqmm Cu XLPE armoured cable as per IEC 60245,ZH Cu armoured cable as per IEC 60245,Cu armoured cable,Cu cable
RFP_3425,FRLS 11kV 1C 70 sqmm Al EPR armoured cable as per IEC 60502-1,FRLS 1C EPR armoured cable,1C armoured cable,armoured cable
RFP_3426,500V 1C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,1C 1 sqmm XLPE cable as per IEC 60502-1,1C 1 sqmm cable,1C cable
RFP_3427,LSZH 500V 3C 35 sqmm Cu PVC armoured cable as per IEC 60245,3C Cu PVC armoured cable,3C armoured cable,3C cable
RFP_3428,FRLS 440V 3C 16 sqmm Cu XLPE armoured cable as per IS 9968,3C 16 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_3429,ZH 440V 5C 6 sqmm Cu XLPE armoured cable as per IS 9968,ZH 440V 6 sqmm XLPE cable,6 sqmm XLPE cable,XLPE cable
RFP_3430,FR 300V 20C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,FR 300V Cu armoured cable,FR 300V cable,FR cable
RFP_3431,1.1kV 24C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,0.75 sqmm Cu XLPE armoured cable,0.75 sqmm armoured cable,0.75 sqmm cable
RFP_3432,1.1kV 20C 1.5 sqmm Cu PVC armoured cable as per IS 1554,20C 1.5 sqmm PVC cable as per IS 1554,PVC cable as per IS 1554,cable as per IS 1554
RFP_3433,110kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,110kV 1C 300 sqmm XLPE cable,1C XLPE cable,XLPE cable
RFP_3434,LSZH 300V 24C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,300V 24C 0.5 sqmm Cu cable,0.5 sqmm Cu cable,Cu cable
RFP_3435,FR 1.1kV 4C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 4C 2.5 sqmm cable as per IEC 60502-1,4C cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3436,FRLS 66kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 60840,FRLS XLPE armoured cable as per IEC 60840,FRLS XLPE cable,XLPE cable
RFP_3437,FRLS 1.1kV 12C 1 sqmm Cu PVC armoured cable as per BS 5308-1,FRLS 12C 1 sqmm Cu cable,FRLS Cu cable,FRLS cable
RFP_3438,FRLS 500V 5C 0.75 sqmm Cu PVC armoured cable as per IEC 60245,500V Cu PVC armoured cable,Cu PVC cable,Cu cable
RFP_3439,110kV 1C 1000 sqmm Al XLPE armoured cable as per IEC 60840,110kV 1000 sqmm Al XLPE cable,Al XLPE cable,XLPE cable
RFP_3440,ZH 500V 2C 70 sqmm Al XLPE armoured cable as per IS 694,ZH Al armoured cable as per IS 694,ZH Al cable,ZH cable
RFP_3441,FRLS 1.1kV 2C 4 sqmm Cu XLPE armoured cable as per BS 5308,FRLS XLPE armoured cable as per BS 5308,FRLS XLPE cable,FRLS cable
RFP_3442,FR 300V 12C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 12C 0.75 sqmm cable as per BS 5308-1,12C cable as per BS 5308-1,cable as per BS 5308-1
RFP_3443,LSZH 600V 3.5C 50 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 3. XLPE armoured cable as per IEC 60502-1,3. armoured cable as per IEC 60502-1,3. armoured cable
RFP_3444,500V 14C 6 sqmm Cu PVC armoured cable as per IS 1554,500V 14C 6 sqmm cable as per IS 1554,500V cable as per IS 1554,500V cable
RFP_3445,LSZH 400kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,LSZH 1C Al XLPE cable,Al XLPE cable,Al cable
RFP_3446,500V 5C 35 sqmm Cu PVC armoured cable as per IEC 60245,5C 35 sqmm Cu PVC cable,5C Cu cable,5C cable
RFP_3447,FR 300V 2C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 2C Cu XLPE cable,2C XLPE cable,2C cable
RFP_3448,LSZH 440V 4C 1 sqmm Cu XLPE armoured cable as per IEC 60245,LSZH 440V 4C armoured cable,440V armoured cable,440V cable
RFP_3449,LSZH 440V 5C 16 sqmm Cu PVC armoured cable as per IS 694,5C 16 sqmm PVC armoured cable,5C armoured cable,5C cable
RFP_3450,FRLS 440V 12C 1.5 sqmm Cu PVC armoured cable as per IS 694,440V 1.5 sqmm PVC armoured cable,1.5 sqmm armoured cable,1.5 sqmm cable
RFP_3451,ZH 500V 4C 25 sqmm Cu PVC armoured cable as per IS 694,25 sqmm Cu PVC armoured cable,Cu PVC cable,Cu cable
RFP_3452,FRLS 1.1kV 1C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 1.1kV Cu armoured cable,FRLS 1.1kV cable,1.1kV cable
RFP_3453,FR 440V 10C 2.5 sqmm Cu PVC armoured cable as per IS 694,440V 10C Cu armoured cable,10C armoured cable,armoured cable
RFP_3454,ZH 110kV 1C 500 sqmm Al XLPE armoured cable as per IEC 60840,110kV 500 sqmm XLPE armoured cable,110kV armoured cable,armoured cable
RFP_3455,LSZH 66kV 1C 240 sqmm Al XLPE armoured cable as per IS 7098-3,1C 240 sqmm Al cable as per IS 7098-3,1C Al cable,1C cable
RFP_3456,FRLS 110kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60840,FRLS 1C XLPE armoured cable,FRLS armoured cable,armoured cable
RFP_3457,LSZH 1.1kV 3C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 6 sqmm armoured cable as per IEC 60502-1,6 sqmm cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3458,LSZH 500V 3C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,1 sqmm Cu XLPE cable as per IEC 60502-1,1 sqmm Cu cable,1 sqmm cable
RFP_3459,LSZH 600V 3.5C 240 sqmm Al PVC armoured cable as per IEC 60502-1,3. 240 sqmm PVC armoured cable as per IEC 60502-1,3. PVC armoured cable,3. armoured cable
RFP_3460,110kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60840,1C 240 sqmm armoured cable as per IEC 60840,240 sqmm cable as per IEC 60840,240 sqmm cable
RFP_3461,1.1kV 2C 185 sqmm Al XLPE armoured cable as per BS 5467,1.1kV 2C armoured cable as per BS 5467,2C cable as per BS 5467,2C cable
RFP_3462,Fire Survival 440V 1C 6 sqmm Cu Mineral (MI) armoured cable as per BS 6387,440V 6 sqmm Cu Mineral (MI) cable as per BS 6387,Cu Mineral (MI) cable as per BS 6387,Cu Mineral (MI) cable
RFP_3463,1.1kV 6C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 2.5 sqmm PVC cable as per IEC 60502-1,1.1kV PVC cable,PVC cable
RFP_3464,1.1kV 5C 1 sqmm Cu XLPE armoured cable as per BS 5308,Cu XLPE armoured cable as per BS 5308,Cu XLPE cable,XLPE cable
RFP_3465,ZH 110kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60840,110kV 1C 400 sqmm cable as per IEC 60840,400 sqmm cable as per IEC 60840,cable as per IEC 60840
RFP_3466,FR 500V 4C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,4C 1.5 sqmm Cu armoured cable,4C 1.5 sqmm cable,4C cable
RFP_3467,440V 10C 1.5 sqmm Cu PVC armoured cable as per IS 694,10C Cu armoured cable as per IS 694,10C armoured cable,10C cable
RFP_3468,Fire Survival 1.1kV 4C 1.5 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,4C 1.5 sqmm Mineral (MI) armoured cable as per IEC 60331,1.5 sqmm Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_3469,1.1kV 1C 10 sqmm Al XLPE armoured cable as per IEC 60502-1,1C 10 sqmm Al armoured cable,Al armoured cable,armoured cable
RFP_3470,LSZH 33kV 1C 150 sqmm Al XLPE armoured cable as per IEC 60502-2,33kV 1C Al XLPE cable,33kV 1C cable,33kV cable
RFP_3471,LSZH 220kV 1C 800 sqmm Al XLPE armoured cable as per IEC 62067,LSZH XLPE armoured cable as per IEC 62067,XLPE armoured cable,armoured cable
RFP_3472,132kV 1C 185 sqmm Al XLPE armoured cable as per IEC 60840,132kV XLPE armoured cable as per IEC 60840,XLPE armoured cable,XLPE cable
RFP_3473,LSZH 500V 20C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 1 sqmm armoured cable as per IEC 60502-1,1 sqmm cable as per IEC 60502-1,1 sqmm cable
RFP_3474,440V 16C 6 sqmm Cu PVC armoured cable as per IS 1554,440V 16C Cu cable as per IS 1554,Cu cable as per IS 1554,Cu cable
RFP_3475,LSZH 500V 3C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 3C Cu cable as per IEC 60502-1,LSZH cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3476,300V 1C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,Cu XLPE armoured cable as per BS 5308-1,Cu armoured cable,Cu cable
RFP_3477,500V 6C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 6C 1 sqmm armoured cable,500V 6C cable,500V cable
RFP_3478,FRLS 440V 4C 4 sqmm Al XLPE armoured cable as per IS 694,4C Al XLPE armoured cable,Al XLPE cable,XLPE cable
RFP_3479,FRLS 300V 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,FRLS 12C PVC armoured cable,FRLS 12C cable,12C cable
RFP_3480,Fire Survival 1.1kV 2C 1.5 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival 1.1kV Cu Mineral (MI) armoured cable,Cu Mineral (MI) armoured cable,Cu Mineral (MI) cable
RFP_3481,LSZH 500V 7C 6 sqmm Cu XLPE armoured cable as per IS 1554,500V 7C 6 sqmm cable as per IS 1554,7C cable as per IS 1554,cable as per IS 1554
RFP_3482,110kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60840,110kV 400 sqmm XLPE cable as per IEC 60840,XLPE cable as per IEC 60840,XLPE cable
RFP_3483,LSZH 1.1kV 16C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 1 sqmm Cu armoured cable,Cu armoured cable,Cu cable
RFP_3484,FRLS 440V 3C 16 sqmm Cu PVC armoured cable as per IS 694,FRLS Cu PVC armoured cable,FRLS armoured cable,FRLS cable
RFP_3485,440V 2C 4 sqmm Cu PVC armoured cable as per IS 694,2C 4 sqmm PVC cable as per IS 694,2C PVC cable,2C cable
RFP_3486,ZH 132kV 1C 800 sqmm Al XLPE armoured cable as per IEC 60840,132kV 1C Al armoured cable,132kV Al cable,132kV cable
RFP_3487,FR 500V 2C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 2C 6 sqmm Cu cable,2C Cu cable,Cu cable
RFP_3488,500V 14C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,14C Cu XLPE cable as per IEC 60502-1,14C cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3489,FR 440V 12C 2.5 sqmm Cu PVC armoured cable as per IS 694,Cu PVC armoured cable as per IS 694,armoured cable as per IS 694,armoured cable
RFP_3490,Fire Survival 440V 3C 2.5 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,440V 2.5 sqmm Cu Mineral (MI) armoured cable,440V Cu Mineral (MI) cable,440V Mineral (MI) cable
RFP_3491,ZH 500V 4C 6 sqmm Cu PVC armoured cable as per IEC 60245,ZH 500V 6 sqmm PVC cable,ZH PVC cable,ZH cable
RFP_3492,Fire Survival 440V 3C 120 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,3C 120 sqmm Cu Mineral (MI) cable as per IEC 60331,120 sqmm Mineral (MI) cable as per IEC 60331,120 sqmm Mineral (MI) cable
RFP_3493,FR 220kV 1C 1000 sqmm Al XLPE armoured cable as per IEC 62067,1000 sqmm Al armoured cable as per IEC 62067,Al armoured cable,armoured cable
RFP_3494,LSZH 500V 1C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 1C 0.75 sqmm Cu cable,0.75 sqmm Cu cable,0.75 sqmm cable
RFP_3495,ZH 440V 3.5C 2.5 sqmm Al PVC armoured cable as per IS 694,ZH 440V 3. Al PVC cable,ZH 3. Al cable,ZH 3. cable
RFP_3496,300V 4C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,300V Cu XLPE armoured cable,XLPE armoured cable,armoured cable
RFP_3497,FR 500V 8C 1.5 sqmm Cu PVC armoured cable as per IS 1554,500V 1.5 sqmm Cu cable as per IS 1554,1.5 sqmm cable as per IS 1554,1.5 sqmm cable
RFP_3498,440V 16C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,2.5 sqmm XLPE armoured cable as per IS 1554,XLPE cable as per IS 1554,XLPE cable
RFP_3499,FRLS 33kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 60502-2,33kV Cu XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_3500,LSZH 1.1kV 12C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 0.75 sqmm Cu cable as per IEC 60502-1,LSZH Cu cable,Cu cable
RFP_3501,FR 500V 3.5C 300 sqmm Al XLPE armoured cable as per IS 694,FR 500V 3. armoured cable as per IS 694,500V 3. cable as per IS 694,500V 3. cable
RFP_3502,Fire Survival 1.1kV 3C 50 sqmm Cu XLPE armoured cable as per IEC 60331,Fire Survival 3C Cu cable as per IEC 60331,Cu cable as per IEC 60331,Cu cable
RFP_3503,FRLS 500V 3C 6 sqmm Cu PVC armoured cable as per IS 1554,FRLS 500V PVC cable as per IS 1554,500V cable as per IS 1554,cable as per IS 1554
RFP_3504,LSZH 300V 4C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 4C 0.5 sqmm Cu cable,4C 0.5 sqmm cable,0.5 sqmm cable
RFP_3505,LSZH 1.1kV 4C 300 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 4C Cu armoured cable,1.1kV armoured cable,armoured cable
RFP_3506,ZH 1.1kV 3C 25 sqmm Cu XLPE armoured cable as per IS 9968,25 sqmm Cu armoured cable as per IS 9968,25 sqmm Cu cable,Cu cable
RFP_3507,LSZH 3.3kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-1,3.3kV 3C 95 sqmm XLPE cable,3.3kV 3C cable,3C cable
RFP_3508,500V 4C 240 sqmm Cu XLPE armoured cable as per IS 694,4C 240 sqmm XLPE cable as per IS 694,4C XLPE cable,XLPE cable
RFP_3509,FR 110kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840,FR 110kV armoured cable as per IEC 60840,FR 110kV cable,FR cable
RFP_3510,LSZH 400kV 1C 240 sqmm Al XLPE armoured cable as per IEC 62067,400kV 1C XLPE cable as per IEC 62067,XLPE cable as per IEC 62067,XLPE cable
RFP_3511,500V 20C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,20C Cu armoured cable as per IEC 60502-1,Cu armoured cable,armoured cable
RFP_3512,Fire Survival 440V 2C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,2C 25 sqmm Cu Mineral (MI) cable as per IEC 60331,2C Cu Mineral (MI) cable,2C Mineral (MI) cable
RFP_3513,FRLS 500V 1C 120 sqmm Cu PVC armoured cable as per IS 694,FRLS 500V 1C armoured cable,FRLS 500V cable,FRLS cable
RFP_3514,1.1kV 6C 1.5 sqmm Cu PVC armoured cable as per BS 5308,6C 1.5 sqmm PVC cable as per BS 5308,1.5 sqmm cable as per BS 5308,cable as per BS 5308
RFP_3515,FRLS 440V 5C 2.5 sqmm Cu XLPE armoured cable as per IS 694,FRLS Cu XLPE armoured cable,FRLS armoured cable,armoured cable
RFP_3516,ZH 66kV 1C 185 sqmm Cu XLPE armoured cable as per IS 7098-3,ZH 66kV Cu cable as per IS 7098-3,Cu cable as per IS 7098-3,Cu cable
RFP_3517,FR 500V 8C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 500V 8C armoured cable,8C armoured cable,armoured cable
RFP_3518,LSZH 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per BS 5308,LSZH Cu armoured cable as per BS 5308,Cu armoured cable,Cu cable
RFP_3519,LSZH 500V 1C 16 sqmm Cu XLPE armoured cable as per IS 694,16 sqmm XLPE armoured cable as per IS 694,armoured cable as per IS 694,cable as per IS 694
RFP_3520,FRLS 440V 27C 1 sqmm Cu PVC armoured cable as per IS 694,FRLS 27C Cu cable as per IS 694,27C cable as per IS 694,27C cable
RFP_3521,1.1kV 4C 16 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV XLPE armoured cable as per IEC 60502-1,XLPE armoured cable,XLPE cable
RFP_3522,FR 600V 3.5C 120 sqmm Al PVC armoured cable as per IS 694,FR 3. Al PVC cable as per IS 694,3. Al cable as per IS 694,3. cable as per IS 694
RFP_3523,Fire Survival 1.1kV 3C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival 1.1kV 25 sqmm Mineral (MI) cable as per IEC 60331,Fire Survival 25 sqmm Mineral (MI) cable,Fire Survival Mineral (MI) cable
RFP_3524,LSZH 300V 16C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 16C Cu cable as per IEC 60502-1,LSZH cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_3525,FRLS 500V 4C 1 sqmm Cu PVC armoured cable as per IS 1554,FRLS 500V 4C 1 sqmm cable,FRLS 4C cable,4C cable
RFP_3526,FR 500V 14C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 500V 14C armoured cable,14C armoured cable,14C cable
RFP_3527,LSZH 33kV 1C 50 sqmm Al XLPE armoured cable as per IEC 60502-2,LSZH 1C 50 sqmm cable as per IEC 60502-2,LSZH 50 sqmm cable,50 sqmm cable
RFP_3528,FRLS 500V 2C 4 sqmm Cu XLPE armoured cable as per IS 1554,500V XLPE armoured cable as per IS 1554,XLPE armoured cable,armoured cable
RFP_3529,LSZH 1.1kV 3C 25 sqmm Cu EPR armoured cable as per BS 5467,LSZH 1.1kV 3C armoured cable,1.1kV 3C cable,1.1kV cable
RFP_3530,500V 3C 16 sqmm Cu PVC armoured cable as per IS 694,16 sqmm Cu PVC cable as per IS 694,16 sqmm cable as per IS 694,cable as per IS 694
